old_canonical_pair_key,il_smiles,chemical_identity_key,identity_status,matched_benchmark_IL_names,identity_error
C=CC[n+]1ccn(C)c1||CCC(=O)[O-],C=CC[n+]1ccn(C)c1.CCC(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-allyl-3-methyl-1H-imidazol-3-ium propionate,
C=CC[n+]1ccn(C)c1||CCCCCC(=O)[O-],C=CC[n+]1ccn(C)c1.CCCCCC(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||CCCCCCCC(=O)[O-],C=CC[n+]1ccn(C)c1.CCCCCCCC(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
C=CC[n+]1ccn(C)c1||C[C@@H](O)[C@H](N)C(=O)[O-],C=CC[n+]1ccn(C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],WWVMHGUBIOZASN-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||F[B-](F)(F)F,CCCCCCCC[P+](CC)(CC)CC.F[B-](F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||[Br-],CCCCCCCC[P+](CC)(CC)CC.[Br-],QCLVFLIIJODTJU-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||O=S(=O)([O-])C(F)(F)F,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([O-])C(F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||[Cl-],CCCCCCCC[P+](CC)(CC)CC.[Cl-],QCLVFLIIJODTJU-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||N#C[N-]C#N,CCCCCCCC[P+](CC)(CC)CC.N#C[N-]C#N,QCLVFLIIJODTJU-UHFFFAOYSA-N||UKDLHLAPDXIAID-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CC(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.CC(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||F[P-](F)(F)(F)(F)F,CCCCCCCC[P+](CC)(CC)CC.F[P-](F)(F)(F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||N#C[S-],CCCCCCCC[P+](CC)(CC)CC.N#C[S-],QCLVFLIIJODTJU-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||O=C([O-])C(F)(F)F,CCCCCCCC[P+](CC)(CC)CC.O=C([O-])C(F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||O=S(=O)(F)[N-]S(=O)(=O)F,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)(F)[N-]S(=O)(=O)F,QCLVFLIIJODTJU-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||O=S(=O)([O-])O,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([O-])O,QCLVFLIIJODTJU-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCC[P+](CC)(CC)CC.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||O=C[O-],CCCCCCCC[P+](CC)(CC)CC.O=C[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||O=[N+]([O-])[O-],CCCCCCCC[P+](CC)(CC)CC.O=[N+]([O-])[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||COS(=O)(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.COS(=O)(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CCOS(=O)(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.C(C)OS(=O)(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CS(=O)(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.CS(=O)(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||N#C[C-](C#N)C#N,CCCCCCCC[P+](CC)(CC)CC.N#C[C-](C#N)C#N,QCLVFLIIJODTJU-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CCCC(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.CCCC(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||C[C@H](N)C(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.C[C@H](N)C(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||N#C[B-](C#N)(C#N)C#N,CCCCCCCC[P+](CC)(CC)CC.N#C[B-](C#N)(C#N)C#N,QCLVFLIIJODTJU-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||NCC(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.NCC(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,QCLVFLIIJODTJU-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CC(O)C(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.CC(O)C(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CCC(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.CCC(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CCCCCC(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.CCCCCC(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||CCCCCCCC(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.CCCCCCCC(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCCCC[P+](CC)(CC)CC||C[C@@H](O)[C@H](N)C(=O)[O-],CCCCCCCC[P+](CC)(CC)CC.C[C@@H](O)[C@H](N)C(=O)[O-],QCLVFLIIJODTJU-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||O=S(=O)([O-])C(F)(F)F,CCCCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||O=S(=O)([O-])O,CCCCCC[n+]1ccccc1.O=S(=O)([O-])O,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccccc1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||O=C[O-],CCCCCC[n+]1ccccc1.O=C[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||COS(=O)(=O)[O-],CCCCCC[n+]1ccccc1.COS(=O)(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||CCOS(=O)(=O)[O-],CCCCCC[n+]1ccccc1.C(C)OS(=O)(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||CS(=O)(=O)[O-],CCCCCC[n+]1ccccc1.CS(=O)(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||O=[N+]([O-])c1cn[n-]c1,CCCCCC[n+]1ccccc1.O=[N+]([O-])c1cn[n-]c1,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||N#C[C-](C#N)C#N,CCCCCC[n+]1ccccc1.N#C[C-](C#N)C#N,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||CCCC(=O)[O-],CCCCCC[n+]1ccccc1.CCCC(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||C[C@H](N)C(=O)[O-],CCCCCC[n+]1ccccc1.C[C@H](N)C(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||N#C[B-](C#N)(C#N)C#N,CCCCCC[n+]1ccccc1.N#C[B-](C#N)(C#N)C#N,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||NCC(=O)[O-],CCCCCC[n+]1ccccc1.NCC(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,AMKUSFIBHAUBIJ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||CC(O)C(=O)[O-],CCCCCC[n+]1ccccc1.CC(O)C(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||CCC(=O)[O-],CCCCCC[n+]1ccccc1.CCC(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||CCCCCC(=O)[O-],CCCCCC[n+]1ccccc1.CCCCCC(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||CCCCCCCC(=O)[O-],CCCCCC[n+]1ccccc1.CCCCCCCC(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCCCC[n+]1ccccc1||C[C@@H](O)[C@H](N)C(=O)[O-],CCCCCC[n+]1ccccc1.C[C@@H](O)[C@H](N)C(=O)[O-],AMKUSFIBHAUBIJ-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||F[B-](F)(F)F,CCCn1cc[n+](C)c1.F[B-](F)(F)F,WVDDUSFOSWWJJH-UHFFFAOYSA-N||ODGCEQLVLXJUCC-UHFFFAOYSA-N,pseudo_unseen_known_identity,1-propyl-3-methylimidazolium tetrafluoroborate,
CCCn1cc[n+](C)c1||O=S(=O)([O-])C(F)(F)F,CCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,WVDDUSFOSWWJJH-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||CC(=O)[O-],CCCn1cc[n+](C)c1.CC(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-propyl-3-methylimidazolium acetate,
CCCn1cc[n+](C)c1||N#C[S-],CCCn1cc[n+](C)c1.N#C[S-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-propyl-3-methylimidazolium thiocyanate,
CCCn1cc[n+](C)c1||O=C([O-])C(F)(F)F,CCCn1cc[n+](C)c1.O=C([O-])C(F)(F)F,WVDDUSFOSWWJJH-UHFFFAOYSA-N||DTQVDTLACAAQTR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||O=S(=O)([O-])O,CCCn1cc[n+](C)c1.O=S(=O)([O-])O,WVDDUSFOSWWJJH-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,WVDDUSFOSWWJJH-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||O=C[O-],CCCn1cc[n+](C)c1.O=C[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||COS(=O)(=O)[O-],CCCn1cc[n+](C)c1.COS(=O)(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-propyl-3-methylimidazolium methylsulfate,
CCCn1cc[n+](C)c1||CCOS(=O)(=O)[O-],CCCn1cc[n+](C)c1.C(C)OS(=O)(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||CS(=O)(=O)[O-],CCCn1cc[n+](C)c1.CS(=O)(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||O=[N+]([O-])c1cn[n-]c1,CCCn1cc[n+](C)c1.O=[N+]([O-])c1cn[n-]c1,WVDDUSFOSWWJJH-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||N#C[C-](C#N)C#N,CCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,WVDDUSFOSWWJJH-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||CCCC(=O)[O-],CCCn1cc[n+](C)c1.CCCC(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||C[C@H](N)C(=O)[O-],CCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||QNAYBMKLOCPYGJ-REOHCLBHSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||N#C[B-](C#N)(C#N)C#N,CCCn1cc[n+](C)c1.N#C[B-](C#N)(C#N)C#N,WVDDUSFOSWWJJH-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||NCC(=O)[O-],CCCn1cc[n+](C)c1.NCC(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||DHMQDGOQFOQNFH-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-propyl-3-methylimidazolium glycine,
CCCn1cc[n+](C)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,WVDDUSFOSWWJJH-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||CC(O)C(=O)[O-],CCCn1cc[n+](C)c1.CC(O)C(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||CCC(=O)[O-],CCCn1cc[n+](C)c1.CCC(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,pseudo_unseen_known_identity,1-propyl-3-methylimidazolium propionate,
CCCn1cc[n+](C)c1||CCCCCC(=O)[O-],CCCn1cc[n+](C)c1.CCCCCC(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||FUZZWVXGSFPDMH-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||CCCCCCCC(=O)[O-],CCCn1cc[n+](C)c1.CCCCCCCC(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||WWZKQHOCKIZLMA-UHFFFAOYSA-M,genuinely_unseen_identity,,
CCCn1cc[n+](C)c1||C[C@@H](O)[C@H](N)C(=O)[O-],CCCn1cc[n+](C)c1.C[C@@H](O)[C@H](N)C(=O)[O-],WVDDUSFOSWWJJH-UHFFFAOYSA-N||AYFVYJQAPQTCCC-GBXIJSLDSA-M,pseudo_unseen_known_identity,1-propyl-3-methylimidazolium DL-threoninate,
Cn1cc[n+](CCO)c1||[Br-],Cn1cc[n+](CCO)c1.[Br-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||CPELXLSAUQHCOX-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||O=S(=O)([O-])C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([O-])C(F)(F)F,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||ITMCEJHCFYSIIV-UHFFFAOYSA-M,pseudo_unseen_known_identity,"3-(2-hydroxyethyl)-1-methylimidazolium 1,1,1-trifluoromethanesulfonate",
Cn1cc[n+](CCO)c1||[Cl-],Cn1cc[n+](CCO)c1.[Cl-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||VEXZGXHMUGYJMC-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||CC(=O)[O-],Cn1cc[n+](CCO)c1.CC(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||QTBSBXVTEAMEQO-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||F[P-](F)(F)(F)(F)F,Cn1cc[n+](CCO)c1.F[P-](F)(F)(F)(F)F,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||LJQLCJWAZJINEB-UHFFFAOYSA-N,pseudo_unseen_known_identity,3-(2-hydroxyethyl)-1-methylimidazolium hexafluorophosphate,
Cn1cc[n+](CCO)c1||N#C[S-],Cn1cc[n+](CCO)c1.N#C[S-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||ZMZDMBWJUHKJPS-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||O=S(=O)(F)[N-]S(=O)(=O)F,Cn1cc[n+](CCO)c1.O=S(=O)(F)[N-]S(=O)(=O)F,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||NVIANCROYQGROD-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||O=S(=O)([O-])O,Cn1cc[n+](CCO)c1.O=S(=O)([O-])O,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||QAOWNCQODCNURD-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Cn1cc[n+](CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||OXDZSRZJFHVGGS-UHFFFAOYSA-N,pseudo_unseen_known_identity,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V),
Cn1cc[n+](CCO)c1||O=C[O-],Cn1cc[n+](CCO)c1.O=C[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||BDAGIHXWWSANSR-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||O=[N+]([O-])[O-],Cn1cc[n+](CCO)c1.O=[N+]([O-])[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||NHNBFGGVMKEFGY-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||COS(=O)(=O)[O-],Cn1cc[n+](CCO)c1.COS(=O)(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||JZMJDSHXVKJFKW-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||CCOS(=O)(=O)[O-],Cn1cc[n+](CCO)c1.C(C)OS(=O)(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||KIWBPDUYBMNFTB-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||CS(=O)(=O)[O-],Cn1cc[n+](CCO)c1.CS(=O)(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||AFVFQIVMOAPDHO-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||O=[N+]([O-])c1cn[n-]c1,Cn1cc[n+](CCO)c1.O=[N+]([O-])c1cn[n-]c1,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||IDGLPDIIVPZHRB-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||N#C[C-](C#N)C#N,Cn1cc[n+](CCO)c1.N#C[C-](C#N)C#N,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||CXERBOODJDWFQL-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||CCCC(=O)[O-],Cn1cc[n+](CCO)c1.CCCC(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||FERIUCNNQQJTOY-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||N#C[B-](C#N)(C#N)C#N,Cn1cc[n+](CCO)c1.N#C[B-](C#N)(C#N)C#N,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||KDCFMDHINPOTEA-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||SLSPYQCCSCAKIB-UHFFFAOYSA-N,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||CC(O)C(=O)[O-],Cn1cc[n+](CCO)c1.CC(O)C(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||JVTAAEKCZFNVCJ-UHFFFAOYSA-M,genuinely_unseen_identity,,
Cn1cc[n+](CCO)c1||CCC(=O)[O-],Cn1cc[n+](CCO)c1.CCC(=O)[O-],ZGZLRWJZGFRHHQ-UHFFFAOYSA-N||XBDQKXXYIPTUBI-UHFFFAOYSA-M,genuinely_unseen_identity,,
